time,open,high,low,close,Volume,Volume MA
2020-09-22T10:00:00Z,10468.26,10543.51,10468.26,10543.51,0.03979978,0.11539927899998806
2020-09-22T11:00:00Z,10533.42,10561.5,10479.68,10498.04,0.1848007,0.12249470999998804
2020-09-22T12:00:00Z,10473.03,10476.03,10473.03,10476.03,0.18023569,0.10567791999998803
2020-09-22T13:00:00Z,10511.41,10521.72,10477.67,10477.67,0.08100631,0.09981666449998804
2020-09-22T14:00:00Z,10474.39,10474.39,10474.39,10474.39,0.00135728,0.08708334049998803
2020-09-22T17:00:00Z,10511.44,10511.63,10511.43,10511.62,0.04261669,0.07451550749998803
2020-09-22T18:00:00Z,10548.53,10548.53,10519.64,10520.13,0.06684631,0.07439743599998803
2020-09-22T19:00:00Z,10519.51,10519.9,10510.21,10510.21,0.07282208,0.07602038099998804
2020-09-22T20:00:00Z,10496.7,10520,10496.7,10520,0.04762252,0.07362121799998803
2020-09-22T21:00:00Z,10519.98,10561.5,10506.28,10506.44,0.19213374,0.08178754199998803
2020-09-22T22:00:00Z,10569.68,10583.12,10473.18,10578.08,0.16489216,0.08618830499998803
2020-09-22T23:00:00Z,10545.73,10545.75,10545.72,10545.75,0.01527465,0.08470497199998803
2020-09-23T00:00:00Z,10538.94,10544.58,10538.94,10544.58,0.03810762,0.08390319649998804
2020-09-23T01:00:00Z,10534.28,10534.29,10534.28,10534.29,0.00452563,0.08360747699998802
2020-09-23T03:00:00Z,10525.95,10525.96,10519.38,10519.38,0.02799188,0.08355606849998803
2020-09-23T04:00:00Z,10509.51,10509.51,10490.37,10490.39,0.02811512,0.08476148049998804
2020-09-23T05:00:00Z,10494.29,10505.1,10494.28,10505.1,0.04386085,0.06745108499998803
2020-09-23T06:00:00Z,10479.83,10482.14,10463.25,10463.42,0.08369215,0.07136667249998804
2020-09-23T07:00:00Z,10449.1,10449.1,10356.03,10356.03,0.10514887,0.07218692349998804
2020-09-23T08:00:00Z,10394.09,10463.93,10390.77,10463.93,0.02739587,0.07241229499998805
2020-09-23T09:00:00Z,10463.93,10463.93,10463.92,10463.92,0.0892043,0.07488252099998804
2020-09-23T10:00:00Z,10562.64,10562.64,10412.61,10412.61,0.01511533,0.06639825249998804
2020-09-23T17:00:00Z,10550.97,10799.99,10550.97,10551.21,0.10815426,0.06279418099998804
2020-09-23T20:00:00Z,10400,10400,10250.02,10250.02,0.00238173,0.05886295199998805
2020-09-23T21:00:00Z,10283.67,10283.67,10283.67,10283.67,0.0019458,0.05889237799998805
2020-09-23T23:00:00Z,10239,10239,10239,10239,0.00214865,0.05686897599998806
2020-09-24T06:00:00Z,10255.75,10384.26,10255.75,10384.26,0.01237628,0.05414547449998806
2020-09-24T09:00:00Z,10369.09,10369.09,10369.09,10369.09,0.00346414,0.05067757749998806
2020-09-24T13:00:00Z,10380,10380,10380,10380,0.00075241,0.04833407199998806
2020-09-25T01:00:00Z,10687.13,10687.13,10687.13,10687.13,0.00123321,0.03878904549998806
2020-09-25T06:00:00Z,10618.46,10699,10618.46,10699,0.00161586,0.030625230499988054
2020-09-25T11:00:00Z,10574.67,10574.67,10574.67,10574.67,0.00818137,0.03027056649998805
2020-09-25T15:00:00Z,10700,10715.75,10700,10715.75,0.0055957,0.02864497049998805
2020-09-25T23:00:00Z,10642.34,10642.34,10642.34,10642.34,0.00175269,0.02850632349998805
2020-09-26T06:00:00Z,10834.33,10834.33,10834.33,10834.33,0.0163815,0.027925804499988056
2020-09-26T07:00:00Z,10779.07,10779.07,10779.07,10779.07,0.01151305,0.027095700999988055
2020-09-26T09:00:00Z,10779.07,10779.07,10779.07,10779.07,0.02597533,0.026201424999988055
2020-09-26T22:00:00Z,10683.15,10683.15,10683.15,10683.15,0.02158398,0.023096016499988055
2020-09-27T08:00:00Z,10683.15,10683.15,10643,10643,0.29622402,0.03264977399998805
2020-09-27T09:00:00Z,10643,10643,10643,10643,0.00581697,0.03157082899998805
2020-09-27T15:00:00Z,10700,10717.76,10700,10717.76,0.00560258,0.027390742999988053
2020-09-27T22:00:00Z,10826.3,10826.3,10826.3,10826.3,0.00315805,0.026792878999988057
2020-09-27T23:00:00Z,10819.26,10819.26,10819.26,10819.26,0.0043,0.02160016599998806
2020-09-28T00:00:00Z,10850,10872.23,10844.36,10857.3,0.55834918,0.04939853849998806
2020-09-28T02:00:00Z,10900,10900,10900,10900,0.00047,0.04932474849998805
2020-09-28T16:00:00Z,10937,10937,10937,10937,0.02086271,0.050260451499988056
2020-09-28T21:00:00Z,10830,10830,10507.78,10507.78,0.06416877,0.052850075999988054
2020-09-29T00:00:00Z,10820.64,10820.64,10820.64,10820.64,0.00121249,0.052737493499988054
2020-09-29T14:00:00Z,10806,10806,10806,10806,0.02,0.05369987299998805
2020-09-29T16:00:00Z,10700.5,10700.5,10700.5,10700.5,0.00792807,0.054034615999988045
2020-09-29T17:00:00Z,10700.5,10700.5,10700.5,10700.5,0.02207193,0.05505741949998805
2020-09-30T07:00:00Z,10808.21,10808.21,10808.21,10808.21,0.05542356,0.05741952899998805
2020-09-30T10:00:00Z,10797.15,10797.15,10797.15,10797.15,0.0158551,0.05793249899998805
2020-09-30T12:00:00Z,10785.1,10899.99,10785.1,10899.99,0.1583059,0.06576015949998805
2020-09-30T14:00:00Z,10827.3,10827.3,10827.3,10827.3,0.00461795,0.06517198199998805
2020-10-01T08:00:00Z,10899,10900,10899,10900,0.10218776,0.06970571749998805
2020-10-01T10:00:00Z,10900,10900,10900,10900,0.003469,0.06858040099998805
2020-10-01T15:00:00Z,10947.63,10947.63,10947.63,10947.63,0.00964775,0.06798358949998805
2020-10-01T16:00:00Z,10800,10800,10507.77,10507.77,0.05831396,0.05608808649998805
2020-10-01T18:00:00Z,10507.77,10507.77,10507.77,10507.77,0.01533352,0.05656391399998806
2020-10-01T20:00:00Z,10637.08,10637.08,10637.08,10637.08,0.01207098,0.05688733399998806
2020-10-02T05:00:00Z,10523.15,10523.15,10502,10502,0.11447668,0.062453265499988066
2020-10-02T07:00:00Z,10500,10500,10051.01,10051.01,0.30047714,0.07726212249998807
2020-10-02T08:00:00Z,10565.02,10565.02,10565.02,10565.02,0.28,0.06334466349998806
2020-10-02T10:00:00Z,10375.65,10375.65,10375.65,10375.65,0.01528778,0.06408555249998807
2020-10-02T11:00:00Z,10435.35,10537.9,10435.35,10537.9,0.00130886,0.06310785999998805
2020-10-02T12:00:00Z,10434.35,10434.35,10400,10400,0.06195958,0.06299740049998806
2020-10-02T21:00:00Z,10454.09,10454.09,10454.09,10454.09,0.00074778,0.06297416499998806
2020-10-03T09:00:00Z,10502.02,10502.02,10060.01,10060.01,0.12992241,0.06847028549998806
2020-10-03T10:00:00Z,10648.35,10648.35,10648.35,10648.35,0.00904365,0.06852606449998806
2020-10-03T16:00:00Z,10550,10550,10550,10550,1.55704516,0.14527472599998806
2020-10-04T18:00:00Z,10569.17,10569.17,10569.17,10569.17,0.03681535,0.14434431549998805
2020-10-05T07:00:00Z,10631.4,10631.4,10631.4,10631.4,0.0009406,0.14359859049998805
2020-10-05T11:00:00Z,10717,10717,10717,10717,0.00046654,0.13570662249998805
2020-10-05T13:00:00Z,10717,10717,10717,10717,0.00474914,0.13571318199998803
2020-10-05T14:00:00Z,10798.68,10798.68,10798.68,10798.68,0.01565839,0.13138671349998804
2020-10-05T20:00:00Z,10800,10800,10800,10800,0.00185314,0.13130592049998804
2020-10-05T22:00:00Z,10727.14,10727.14,10727.14,10727.14,0.01559419,0.13160324249998803
2020-10-06T07:00:00Z,10750,10750,10750,10750,0.17,0.13718754449998802
2020-10-06T11:00:00Z,10635.39,10659.27,10635.39,10659.27,0.40020924,0.15643133049998803
2020-10-06T12:00:00Z,10671.3,10671.3,10671.3,10671.3,0.24405584,0.16803057349998804
2020-10-06T18:00:00Z,10784.83,10784.83,10784.83,10784.83,0.00641476,0.16262747749998804
2020-10-06T19:00:00Z,10639.91,10639.91,10639.91,10639.91,0.0012688,0.14766706049998807
2020-10-06T20:00:00Z,10560.01,10560.01,10555,10555,0.16868519,0.14210131999998807
2020-10-07T05:00:00Z,10570.09,10601.45,10570.09,10601.44,0.00707144,0.14169050299998806
2020-10-07T06:00:00Z,10650.01,10650.03,10650.01,10650.03,0.00813667,0.14203189349998807
2020-10-07T18:00:00Z,10648.2,10648.2,10648.2,10648.2,0.00813667,0.13934074799998805
2020-10-07T19:00:00Z,10632.94,10632.94,10632.94,10632.94,0.00121964,0.13936434099998804
2020-10-08T07:00:00Z,10626.02,10626.02,10626.02,10626.02,0.00281729,0.13300908499998804
2020-10-08T13:00:00Z,10709.27,10709.27,10709.27,10709.27,0.00093377,0.13260359099998803
2020-10-08T14:00:00Z,10799.99,10900,10799.99,10841.16,0.0617281,0.05783773799998805
2020-10-08T17:00:00Z,10942.83,10942.83,10555.01,10555.01,0.00424141,0.056209040999988046
2020-10-08T18:00:00Z,10850,10850,10849.99,10850,0.04096946,0.05821048399998804
2020-10-08T19:00:00Z,10850,10850,10850,10850,0.01444504,0.05890940899998805
2020-10-08T20:00:00Z,10850,10850,10850,10850,0.00837,0.059090451999988046
2020-10-08T22:00:00Z,10850,10850,10850,10850,0.16732119,0.06667359199998804
2020-10-08T23:00:00Z,10850,10850,10850,10850,0.01965936,0.06756390299998805
2020-10-09T00:00:00Z,10850,10850,10850,10850,0.02902386,0.06823538649998803
2020-10-09T02:00:00Z,10850,10850,10850,10850,0.05509578,0.062490175499988046
2020-10-09T04:00:00Z,10850,10850,10850,10850,0.01184819,0.04307212299998804
2020-10-09T06:00:00Z,10849.3,10849.3,10849,10849,0.00618025,0.03117834349998804
2020-10-09T08:00:00Z,10848.99,10848.99,10848.99,10848.99,0.002838,0.030999505499988044
2020-10-09T10:00:00Z,10954.89,10954.89,10954.89,10954.89,0.0008042,0.03097627549998805
2020-10-09T11:00:00Z,10902.79,10954.89,10902.79,10954.89,0.00980984,0.023032507999988048
2020-10-09T19:00:00Z,11097.76,11097.76,11097.76,11097.76,0.01518054,0.02343796299998805
2020-10-10T02:00:00Z,11097.77,11255,11097.77,11255,0.60316404,0.05318933149998804
2020-10-10T03:00:00Z,11255,11255,11255,11255,0.11214818,0.05838990699998804
2020-10-10T07:00:00Z,11400,11400,10601.77,11399.98,0.23251295,0.06995457249998804
2020-10-10T09:00:00Z,11399.88,11399.89,11399.88,11399.89,0.01108448,0.07036793199998805
2020-10-10T10:00:00Z,11300.42,11300.42,11288.01,11288.06,0.01810473,0.07122647999998803
2020-10-10T15:00:00Z,11381.34,11381.34,11381.34,11381.34,0.01219176,0.06874966299998804
2020-10-10T21:00:00Z,11399.95,11399.99,11399.95,11399.99,0.0166271,0.06936894749998804
2020-10-10T23:00:00Z,11295.23,11295.23,11295.23,11295.23,0.00138996,0.06738997249998804
2020-10-11T08:00:00Z,11277.25,11277.25,10845,11272.3,0.05473806,0.06940462349998805
2020-10-11T10:00:00Z,11290.02,11290.13,10701.77,11276.25,0.23330791,0.08065151899998804
2020-10-11T11:00:00Z,11381.73,11400,11381.72,11400,0.11869281,0.07822009999998805
2020-10-11T14:00:00Z,11280.02,11280.03,11280.02,11280.03,0.00485892,0.07748007799998805
2020-10-11T15:00:00Z,11399.99,11400,11399.99,11400,0.01060259,0.07655901449998806
2020-10-11T21:00:00Z,11300.01,11300.05,11300.01,11300.05,0.01360816,0.07448463349998805
2020-10-12T05:00:00Z,11361.31,11361.31,11361.31,11361.31,0.00049833,0.07391714049998806
2020-10-12T08:00:00Z,11389.99,11390,11389.99,11390,0.00175592,0.07369592399998805
2020-10-12T09:00:00Z,11322.18,11399.99,11305.14,11305.14,0.01408533,0.07425829049998804
2020-10-12T10:00:00Z,11293.19,11293.19,11213.57,11213.57,0.38790117,0.09361313899998805
2020-10-12T11:00:00Z,11213,11213,11213,11213,0.05903105,0.09607419949998805
2020-10-12T12:00:00Z,11233.48,11233.48,11233.48,11233.48,0.00417917,0.09552413099998805
2020-10-12T13:00:00Z,11400,11400,11400,11400,0.46143095,0.08843747649998804
2020-10-12T15:00:00Z,11400,11400,11400,11400,0.01821753,0.08374094399998805
2020-10-12T18:00:00Z,11400,11572.85,11400,11572.85,0.83581085,0.11390583899998805
2020-10-12T19:00:00Z,11516.1,11516.1,11516.1,11516.1,0.10103782,0.11840350599998806
2020-10-12T21:00:00Z,11547.5,11600,11547.5,11600,0.02811983,0.11890426099998805
2020-10-12T22:00:00Z,11600,11650,11600,11650,0.04206857,0.12039810149998806
2020-10-13T07:00:00Z,11543.75,11543.75,11000.01,11000.01,0.00177535,0.11965551399998806
2020-10-13T11:00:00Z,11416.39,11416.39,11416.39,11416.39,0.00087594,0.11962981299998805
2020-10-13T12:00:00Z,11108.06,11108.06,11108.06,11108.06,0.00045012,0.11691541599998805
2020-10-13T13:00:00Z,11465.38,11465.38,11465.38,11465.38,0.00220951,0.10536049599998805
2020-10-13T14:00:00Z,11440.26,11462.37,11100,11462.37,0.19356665,0.10910418799998804
2020-10-13T17:00:00Z,11100.01,11100.01,11100,11100,0.04832666,0.11127757499998803
2020-10-13T20:00:00Z,11420,11420,11420,11420,0.0024352,0.11086920549998802
2020-10-13T21:00:00Z,11100,11100,11100,11100,0.00346148,0.11036187149998802
2020-10-14T09:00:00Z,11450,11450,11450,11450,0.00199039,0.11043647449998802
2020-10-14T10:00:00Z,11400.1,11400.1,11400,11400,0.07061491,0.11387942399998803
2020-10-14T13:00:00Z,11450,11450,11450,11450,0.03337856,0.11484408549998804
2020-10-14T20:00:00Z,11360,11360,11360,11360,0.14140563,0.10251930849998803
2020-10-14T21:00:00Z,11360,11360,11360,11360,0.00149031,0.09964227149998803
2020-10-15T05:00:00Z,11360,11360,11360,11360,0.00062323,0.09946447449998803
2020-10-15T08:00:00Z,11358.99,11360,11358.99,11360,0.07998014,0.08039193399998804
2020-10-15T12:00:00Z,11360,11360,11360,11360,0.0019639,0.07957925249998803
2020-10-15T19:00:00Z,11360,11360,11110.01,11359.99,0.00900315,0.038238867499988026
2020-10-15T21:00:00Z,11400,11400,11400,11400,0.00740351,0.03355715199998803
2020-10-15T22:00:00Z,11300.02,11300.02,11150,11150,0.02172834,0.03323757749998803
2020-10-16T00:00:00Z,11399.99,11400,11399.99,11400,0.02104915,0.03218660649998803
2020-10-16T01:00:00Z,11400,11400,11400,11400,0.00642455,0.032419066499988033
2020-10-16T02:00:00Z,11400,11400,11400,11400,0.00248025,0.03249928199998803
2020-10-16T04:00:00Z,11400,11400,11400,11400,0.02207015,0.033580283499988026
2020-10-16T05:00:00Z,11150.01,11150.01,11150.01,11150.01,0.00136012,0.03353781399998802
2020-10-16T07:00:00Z,11200,11200,11200,11200,0.00608741,0.024163851999988026
2020-10-16T11:00:00Z,11390,11600,11390,11600,0.39570152,0.04153259499998803
2020-10-16T12:00:00Z,11150.01,11150.01,11150.01,11150.01,0.00046383,0.04143402649998803
2020-10-16T13:00:00Z,11468.09,11482.31,11468.09,11482.31,0.01267529,0.04189471699998803
2020-10-16T14:00:00Z,11458.93,11458.93,11458.93,11458.93,0.00496585,0.04204348999998803
2020-10-16T19:00:00Z,11435.89,11439.43,11435.89,11439.43,0.0229716,0.039661324499988035
2020-10-16T20:00:00Z,11300,11368.59,11244.42,11368.59,0.16186444,0.04608561849998803
2020-10-17T08:00:00Z,11474.34,11474.34,11474.34,11474.34,0.01451761,0.03974121749998803
2020-10-17T13:00:00Z,11457.19,11457.19,11457.19,11457.19,0.00052,0.039692701999988034
2020-10-17T14:00:00Z,11330,11568,11326,11568,0.08771924,0.04404750249998803
2020-10-17T22:00:00Z,11567.99,11567.99,11567.99,11567.99,0.01080049,0.04058851999998804
2020-10-18T08:00:00Z,11443.58,11443.58,11443.58,11443.58,0.00133976,0.040557312999988035
2020-10-18T11:00:00Z,11547.93,11547.93,11547.93,11547.93,0.01081925,0.040648117999988034
2020-10-18T14:00:00Z,11568,11568,11568,11568,0.00469485,0.040512684999988044
2020-10-18T16:00:00Z,11413.61,11413.61,11413.61,11413.61,0.0786,0.04335626799998804
2020-10-18T17:00:00Z,11568,11568,11406.64,11406.64,0.07851106,0.04622936349998804
2020-10-18T22:00:00Z,11591.34,11591.34,11591.34,11591.34,0.00538936,0.04617760399998804
2020-10-19T09:00:00Z,11417.59,11579.1,11417.59,11579.1,0.00250117,0.046178649999988046
2020-10-19T11:00:00Z,11636.09,11639.23,11636.09,11639.23,0.00859888,0.045505086499988044
2020-10-19T13:00:00Z,11607.67,11607.67,11607.67,11607.67,0.00043863,0.045459011999988044
2020-10-19T15:00:00Z,11699.96,11700,11699.96,11700,0.07305589,0.04880743599998805
2020-10-19T16:00:00Z,11700,11760,11664.39,11760,0.01163237,0.029603978499988044
2020-10-19T17:00:00Z,11760,11760,11760,11760,0.00796938,0.02997925599998804
2020-10-19T18:00:00Z,11660.44,11660.44,11660.44,11660.44,0.0009389,0.029392436499988038
2020-10-19T19:00:00Z,11660.45,11660.45,11660.45,11660.45,0.00059031,0.029173659499988035
2020-10-19T20:00:00Z,11719.97,11780,11719.97,11780,0.04540934,0.030295546499988037
2020-10-19T21:00:00Z,11660.45,11720.45,11627.84,11627.84,0.2324497,0.033824809499988034
2020-10-19T22:00:00Z,11674.3,11674.3,11674.3,11674.3,0.00061365,0.03312961149998804
2020-10-20T01:00:00Z,11704.92,11704.92,11700.01,11700.01,0.0019987,0.03320354649998804
2020-10-20T02:00:00Z,11704.93,11704.93,11700,11700,0.00504897,0.029070032999988043
2020-10-20T04:00:00Z,11700.01,11700.01,11700,11700,0.00678637,0.028869326999988044
2020-10-20T07:00:00Z,11779.99,11820,11779.99,11820,0.04137952,0.03087131499998804
2020-10-20T08:00:00Z,11700,11700.01,11700,11700.01,0.04680102,0.032670403499988045
2020-10-20T09:00:00Z,11702.64,11702.64,11700.59,11700.59,0.00284425,0.032577873499988044
2020-10-20T10:00:00Z,11820,11820,11820,11820,0.00934798,0.02911527249998804
2020-10-20T11:00:00Z,11820,11820,11820,11820,0.00691469,0.025535453999988043
2020-10-20T12:00:00Z,11820,11820,11820,11820,0.00767583,0.025649777499988046
2020-10-20T13:00:00Z,11900,11900,11900,11900,0.02899,0.02697421899998804
2020-10-20T15:00:00Z,11940,11950,11940,11945.8,0.03119206,0.028103877999988043
2020-10-20T16:00:00Z,11945.79,11999.98,11932.95,11999.98,0.08701872,0.03243288249998804
2020-10-20T17:00:00Z,11999,11999,11999,11999,0.00384217,0.02897219649998804
2020-10-20T18:00:00Z,11980.86,11980.87,11011,11850.83,0.74897446,0.06583930099998805
2020-10-20T19:00:00Z,11879.29,11970,11017.17,11970,0.0413732,0.06750949199998804
2020-10-20T21:00:00Z,11970,11970,11970,11970,0.01181287,0.06805319049998805
2020-10-21T02:00:00Z,11900.02,11970,11900.02,11970,0.02617877,0.06933261349998805
2020-10-21T03:00:00Z,11970,12084.37,11970,12084.37,0.22898189,0.07851124099998805
2020-10-21T04:00:00Z,12090,12090,12090,12090,0.02457317,0.06811741449998805
2020-10-21T05:00:00Z,12090,12090,12090,12090,0.01994949,0.06908420649998805
2020-10-21T06:00:00Z,12090,12150,12090,12150,0.00866622,0.06941758249998806
2020-10-21T07:00:00Z,12111,12111,12111,12111,0.00490689,0.06941047849998805
2020-10-21T09:00:00Z,12050,12050,12050,12050,0.17962151,0.07805223549998805
2020-10-21T10:00:00Z,12050,12050,11011,11700,3.77734278,0.26485039849998804
2020-10-21T11:00:00Z,11400,11400,11400,11400,0.06567354,0.265794024499988
2020-10-21T12:00:00Z,11550,11700,11550,11700,0.07311197,0.2693074104999881
2020-10-21T13:00:00Z,11700,12100,11700,12100,0.6980722,0.30374362149998807
